name;brand_name;price;discount;discounted_price;image_url;description;category;subcategory
Disney Princess Black & Pink Oval Sunglasses;Disney;Rs. 350;0;Rs. 350;http://www.jabong.com/Disney-Princess-Black-Pink-Oval-Sunglasses-578752.html;"Elevate the fashion quotient of your girl with these oval sunglasses by Disney. Black in colour, these sunglasses have a sporty plastic frame. With UV-protected lenses, these sunglasses will efficiently protect your girl’s eyes from wind, bugs and harmful sun rays.
Lens Type        UV PROTECTED
Frame Shape        Oval
USP        Oval Sunglasses. Lens Material- CR 39 Plastic.
Color        Black
Frame Color        Pink
Lens Color        Black
Material        Plastic";3;3
WWE Pwr Slmmrs John Cena;WWE;Rs. 1099;0;Rs. 1099;http://www.jabong.com/wwe-Pwr-Slmmrs-John-Cena-347852.html;"WWE presents this 'Power Slammers John Cena' kit, which will recreate real WWE action for your little one! Including a John Cena figure, this kit will keep your kid engaged for hours. This kit ensures never-ending and brawling fun.
Age Group        5Y - 7Y
Product Dimensions        19.05*7.62*20.95 cm
Color        Assorted";3;3
Disney Cinderella Hair Care Set 10Pcs Doll Accessories;Disney ;Rs. 899;0;Rs. 899;http://www.jabong.com/Disney-Cinderella-Hair-Care-Set-10Pcs-Doll-Accessories-166840.html;"This Disney hair care set will surely bring a smile to your little doll's face! Offering a play hair drier, a hair brush, a beautiful bow and two pretty little clips, this set has everything she needs to dress up her hair! So, get one today and add another star to her list of precious collectibles!
Type        Role Play Toys
Age Group        3Y - 4Y
Color        Blue";3;3
Warner Tom 19 Inches;Warner ;Rs. 1699;0;Rs. 1699;http://www.jabong.com/warner-Tom-19-Inches-117023.html;"Bring home this cool and cute soft toy to keep your kid engaged in unlimited hours of fun. This lovely and pleasing toy will listen to the wonderful thoughts of your angel 24x7.
Type        Character Soft Toys
Age Group        0M - 12M
Color        Multi";3;3
Samsonite Red & Yellow Backpack;Samsonite ;Rs. 1150;20%;Rs. 920;http://www.jabong.com/samsonite-Red-Yellow-Backpack-478459.html;"A trendy way for your little one to haul books, water bottle and what not to school is with this stylish red coloured backpack from Samsonite. Apart from offering spacious interiors, this backpack also promises lightweight longevity, courtesy its polyester fabric.
Type        Backpacks
Product Dimensions        26 x 31 x 18 x cm
Extra Handle        No
Number of Compartments        1
Color        Red
Material        Polyester
No. of Zips        1";3;3
Spiderman Navy Blue School Bag;Spiderman;Rs. 475;30%;Rs. 333;http://www.jabong.com/Spiderman-Navy-Blue-School-Bag-89117.html;"Sending your little one to school will no more be difficult with this navy blue coloured bag from Spiderman. It comes with adjustable shoulder straps for carrying comfort. Stylized cartoon print on the front adds a unique flair!
Type        Backpacks
Color        Navy Blue
Material        Canvas";3;3
Portico New York Tom & Jerry Bedsheet Set;Portico New York ;Rs. 1399;0;Rs. 1399;http://www.jabong.com/portico-new-york-Tom-Jerry-Bedsheet-Set-189695.html;"he amazing Tom & Jerry print on this bed sheet set makes it a perfect pick for your kids’ bedroom. Featuring bright colours, it will add beauty to the bedroom interior. Crafted from cotton, this bed sheet set is light in weight and easy to wash.
Size        Double
Material        100% COTTON
Wash Care        machine wash & tumble dry
Product Dimensions        Single Bedsheet: 58 Inches x 86 Inches 
Double Bedsheet: 90 Inches x 108 Inches 
Pillow Cover: 18 Inches x 27 Inches
Package Contents        Single: 1 Single Bedsheet + 1 Pillow Cover 
Double: 1 Double Bedsheet + 2 Pillow Covers
Color        Red";3;3
Himalaya Baby Lotion-400ml;Himalaya;Rs 215;15%;Rs 183;http://www.snapdeal.com/product/himalaya-baby-lotion400ml/567860711?;Recommended age: 0 months+                                                                                               Quantity: 400 ml. Himalaya baby lotion to care for baby's delicate skin. Prevents dryness & loss of natural skin moisture. Contains extracts of licorice, almond oil and olive oil to keep the skin supple. Olive oil is a rich source of vitamin E and prevents chafing of skin Keeps the baby mildly scented with long lasting fragrance. Hypoallergenic & dermatologically tested Gentle enough for daily use by baby as well as the whole family;3;4
Pigeon Baby Wipes 80 Sheets Refil;Pigeon ;Rs 150;0;Rs 150;http://www.snapdeal.com/product/pigeon-baby-wipes-80-sheets/1438266?;Type: Baby Wipes Quantity: 80 sheets (Refill) Recommended age: 0 months+ Enhanced with 100% organic extracts Also suitable for wiping baby's hands and mouth during feeding Wipes and cleans baby's skin gently Leaves the skin moisturised Ideal for nappy changes Soft to touch and feel Safe to use on baby's skin Disclaimer: Product colour may slightly vary due to photographic lighting sources or your monitor settings;3;4
Himalaya Baby Massage Oil 300 ml;Himalaya;Rs 215;15%;Rs 183;http://www.snapdeal.com/product/himalaya-baby-massage-oil-300/1138832?;Recommended age: 0 months+ Quantity: 300 ml Apply on your baby's tender skin to retain moisture and prevent dryness Massage gently on arms, legs, back etc. to relax baby's delicate skin Contains extracts of olive oil and winter cherry Gentle to use Fights excess dryness in winter Improves skin tone;3;4
Palmers Cocoa Butter Formula Heals Softensrough Dry Skin 200G;Palmers;Rs 699;0;Rs 699;http://www.snapdeal.com/product/palmers-cocoa-butter-formula-heals/284384746?;The original solid formula Highest concentration of 100% pure Cocoa Butter Perfect for rough, dry skin An excellent all-over the body moisturiser Made from high quality, strong and lon lasting material Perfect for baby and mother care;3;4
chicco combo of talcum powder;Chicco;Rs 698;0;Rs 698;http://www.snapdeal.com/product/chicco-combo-of-talcum-powder/214312329?;Microbiologically and dermatologically tested Naturally transpirant Does not clog the skin pores Dermatologically tested Hypoallergenic (low sensiti­sation risk – not irritant) Keep out of reach of children;3;4
Chicco No Tears Shampoo;Chicco No Tears Shampoo;Rs 698;0;Rs 698;http://www.snapdeal.com/product/chicco-no-tears-shampoo-500ml/1575341242?;Gently cleanses the fine delicate baby’s hair without irritating its eyes No tears formula contains pot marigold Has softening properties to moisturise the hair Prevent the formation of tangles;3;4
Palmers Cocoa Butter Formula Soap;Palmers;Rs 199;0;Rs 199;http://www.snapdeal.com/product/palmers-cocoa-butter-formula-soap/1083539319?;A rich-lathering soap that softens and moisturizes Enriched with pure Cocoa Butter and Vitamin E Specially formulated to cleanse, without leaving a dry, tight feeling Use Palmer's Cocoa Butter Formula Cream Soap daily for a smooth, clear, radiant complexion Excellent for use on face, hands and body Made from high quality, strong and lon lasting material;3;4
Himalaya Pure Hands Hand Sanitizer;Himalaya;Rs 250;15%;Rs 213;http://www.snapdeal.com/product/himalaya-pure-hands-hand-sanitizer/1138838?;A safe to use alcohol-based hand sanitiser to ward off germs A perfect and handy solution to prevent infection, and ensure optimum hand hygiene Contains extracts of Lime, Coriander, Neem, Hrivera and Ushira-an anti-bacterial herb No water required to rinse Makes a useful and essential travel partner to get rid of germs Comes in an easy to use It is safe for regular use Clinically tested Prevents dryness of hands & moisturises skin Reduces microbial germs remarkably & prevents sickness;3;4
Chicco Combo Of Toothbrush & Toothpaste;Chicco ;Rs 448;0;Rs 448;http://www.snapdeal.com/product/chicco-combo-of-toothbrush-6/781872147;Quantity: Toothbrush(1 pc), toothpaste(50 ml) Pure, simple and safe Ideal for protecting children's teeth Made from very few ingredients Does not contain fluoride Ideal for all children under 3 years of age Contains Xylitol which helps to prevent dental decay Low abrasion formula Does not damage milk teeth Contains bio available calcium;3;4
Johnson's Baby Milk Cream;Johnson's;Rs 120;0;Rs 120;http://www.snapdeal.com/product/johnsons-baby-milk-cream-100/1067237526?;Leaves your baby's skin feeling really soft Completely safe for baby use Recommended for regular use A perfect product for new as well as experienced mothers Ideal for gifting purposes Made from completely skin friendly materials Very easy and convenient to use Comes in a beautifully designed packaging Does not cause skin allergies, irritations etc;3;4
Nokia X Dual SIM Black;Nokia;Rs 9499;25%;7154;http://www.snapdeal.com/product/nokia-x-dual-sim-black/1441110563?;Nokia X PlatForm(Based on Android) 3 MP Rear Camera Dual-core 1 GHz Snapdragon S4 Processor 512 MB RAM 4 GB Internal Memory Upto 32 GB expandable Memory 1500 mAh Battery FM;4;5
Samsung Galaxy S Duos 2;Samsung;Rs 11230;23%;Rs 8671;http://www.snapdeal.com/product/samsung-galaxy-s-duos-2/922060485?;5 MP Rear Camera with Flash 768 MB RAM 4 Inch Display 1.2 GHz Dual Core Android 4.2 Jellybean VGA Front Camera WiFi 1500 mAh Battery 4 GB Internal Memory Dual SIM Bluetooth 3G;4;5
Micromax A114 Canvas 2.2 White;Micromax;Rs 12990;21%;Rs 10298;http://www.snapdeal.com/product/micromax-a114-canvas-22-white/1824077996?;Dual SIM (GSM + WCDMA) with Dual Standby 5.0-inch (960 x 540 pixels) IPS display 3.5mm audio jack Android 4.2 (Jelly Bean) 8MP auto focus camera with LED Flash 1.3 GHz quad-core MediaTek MT6582M processor 2000 mAh battery 2MP front camera;4;5
Nokia Lumia 520 White;Nokia;Rs 10499;28%;Rs 7549;http://www.snapdeal.com/product/nokia-lumia-520-white/597448724;Expandable Storage Capacity of 64 GB Bluetooth 3.5mm Audio Jack MicroSIM 1 GHz Qualcomm Snapdragon S4 Dual Core Processor HD Recording GPRS 7GB Free Cloud Space Video Player Wi-Fi Enabled 4-inch IPS Capacitive Touchscreen Internet Radio 5 MP Primary Camera Music Player 3G Windows Phone 8 OS;4;5
Nokia Lumia 1520 (Yellow);Nokia;Rs 49999;20%;Rs 39940;http://www.snapdeal.com/product/nokia-lumia-1520-yellow/1238232081;Main camera 20 MP Qualcomm Snapdragon 800 Processor Display size 6 Inch Full HD (1920 x 1080)Display resolution Battery capacity: 3400mAh Maximum talk time (3G): 25.1h;4;5
Apple iPad Air 16 GB Wifi + Cellular;Apple;Rs 44900;8%;Rs 41249;http://www.snapdeal.com/product/apple-ipad-air-16-gb/1875546570;A7 Chip 9.7 Inch Retina Display 16 GB Internal Memory iOS7 5 MP Rear Camera Voice Call 1.2 MP Front Camera WiFi 3G;4;5
Samsung Galaxy Tab 3;Samsung;Rs 19210;0;Rs 19210;http://www.snapdeal.com/product/samsung-galaxy-tab-3-t211/317212232;1.2 GHz Dual Core Processor Wi-Fi Enabled 7-inch TFT Capacitive Touchscreen HD Recording Android v4.1 (Jelly Bean) OS 1.3 MP Secondary Camera Expandable Storage Capacity of 32 GB 3 MP Primary Camera;4;5
Micromax Funbook P280;Micromax;Rs 4749;0;Rs 4749;http://www.snapdeal.com/product/micromax-funbook-p280-with-leather/78699930?;Android 4.2 Jellybean 1 GHz Dual Core 7 Inch Display 0.3 MP Front Camera 512 MB RAM 4 GB Internal Memory Expandable Up To 32 GB 3G Support Via Dongle;4;5
Lenovo Idea Tab A 3000 Tab Black;Lenovo;Rs 16999;24%;Rs 12844;http://www.snapdeal.com/product/lenovo-idea-tab-a-3000/1168914140?;7 inch display with IPS wide view technology Voice calling enabled 16 GB internal memory & Expandable up to 32 GB 5 MP Rear & 0.3 MP Front Camera Android 4.2 Jelly Bean OS 3G Bluetooth Wi-Fi Audio Player Video Player 3.5mm Audio Jack;4;5
HCL ME V1 With Calling;HCL;Rs 7999;19%;Rs 6464;http://www.snapdeal.com/product/hcl-me-v1-with-calling/614955?;Single SIM Calling Support Single SIM Calling Support Android OS 4.0.4 (Ice Cream Sandwich) 7 Inches Multi Touch Capacitive Touch Screen Integrated GPRS/EDGE Connectivity Integrated Receiver ,Proximity Sensor and Loud Speakerphone Front Camera 0.3MP and Back camera is 2.0MP with LED Flash Powerful GPU & 1GB DDR3 RAM In Built 4GB Memory Expandable Up to 32 GB 3G Data Enabled through USB Data Card (WCDMA/EVDO) Bluetooth;4;5
Dell Inspiron 15 inches Laptop;Dell;Rs 33500;11%;Rs 29791;http://www.snapdeal.com/product/dell-inspiron-15-3521-laptop/685298422?;Colour: Black Operating System: Ubuntu Hard Disk Capacity: 500GB Weight: 2.35kg Screen Size: 15.6-inch RAM: 4GB Processor Name: 3rd Generation Intel Core i3-3217U Keyboard: Standard Keyboard Stereo Speakers with Waves MaxxAudio 4;4;6
Lenovo Ideapad Laptop;Lenovo;Rs 43500;0;Rs 43500;http://www.snapdeal.com/product/lenovo-ideapad-s510p-59411351-laptop/568969457?;Screen Size Inch : 15 inch - 15.9 inch Memory (Ram) : 8 GB Processor : Intel Core i3 Hard Disk Capacity : 1 TB Operating System : Windows 8 Warranty : 1 Year Battery Backup : 4 cell Colour : Black;4;6
HP Pavilion 15 inches Laptop;HP;Rs 40900;0;Rs 40900;http://www.snapdeal.com/product/hp-pavilion-15n206tx-laptop-3rd/653952451?;3rd Generation Intel Core i3-3217U Dual-Core ProcessorWindows 8.1 (64-bit) Operating System500 GB Hard Disk Capacity4 GB RAM15.6 Inches LED Backlit Widescreen DisplayWeight: 2.33 kgColour: HP Imprint - Pearl White Colour with Micro Dot PatternIsland-style KeyboardDual Speakers with DTS Sound+;4;6
Lenovo Essential G500 Laptop;Lenovo;Rs 30000;27%;Rs 27789;http://www.snapdeal.com/product/lenovo-essential-g500-59380860-laptop/1425499724?;Processor Name: 3rd Generation Intel Core i3-3110M Operating System: DOS Hard Disk Capacity: 500 GB RAM: 2 GB Screen Size: 15.6 Inches Graphics: Intel HD Graphics 4000 Weight: 2.5 kg Colour: Black Keyboard: AccuType Keyboard Speakers: Stereo Speakers with Dolby Advanced Audio;4;6
Apple MacBook Air MD760HNA;Apple;Rs 74900;0;Rs 74900;http://www.snapdeal.com/product/apple-macbook-air-md760hna-intel/748697139?;Colour: White Operating System: OS X Mountain Lion Flash Storage: 128 GB Weight: 1.35 Kg Screen Size: 13.3 inch RAM: 4 GB Processor Name: Intel Dual-Core i5 Keyboard: Full-size backlit Keyboard Stereo speakers;4;6
Sony Vaio Desktop;Sony Vaio;Rs 69990;0;Rs 69990;http://www.snapdeal.com/product/sony-vaio-j20236-3rd-gen/1494409;Colour: White Operating System: Microsoft Windows 8 64-Bit Hard Disk Capacity: 500GB Weight: 5.2Kg Screen Size: 20 Inch Touchscreen RAM: 4GB DDR3 Processor Name: Intel Core i5 3337U;4;6
Lenovo Celeron All in One Desktop;Lenovo;Rs 24490;17%;Rs 20290;http://www.snapdeal.com/product/lenovo-c240-57316167-celeron-dual/849634997;Screen Size Inch : 18.5 inches Memory (Ram) : 2 GB DDR3 Processor : Celeron Dual Core 847 Hard Disk Capacity : 500 GB Warranty : 1 Year Manufacturer Warranty Colour : Black Usage : Indoor;4;6
HP Slate 21-k100 All in One Desktop PC;HP ;Rs 30990;0;Rs 30990;http://www.snapdeal.com/product/hp-slate-21k100-allinone-desktop/1526143376;Type: All-in-one Touchscreen Desktop PC Operating System: Android 4.2, Jelly Bean Hard Disk Capacity: 8GB eMMC Screen: 21.5-inch diagonal Full HD LED-backlit Touchscreen with IPS technology Memory: 1 GB DDR3 Processor Name: NVIDIA Tegra 4 Graphics: NVIDIA GPU (72 cores) Keyboard: USB Keyboard USB Optical Wired Mouse Integrated Speakers HP TrueVision HD Webcam with Built-in Microphone;4;6
Apple iMac MD087HN/A ;Apple ;Rs 114900;0;Rs 114900;http://www.snapdeal.com/product/apple-imac-md087hna-4th-generation/483483193;Operating System: OS X Mountain Lion Hard Disk Capacity: 1 TB SATA Screen Size: 21.5-inch LED-backlit Display with IPS Technology RAM: 8GB (2 X 4GB) DDR3 Processor Name: 4th Generation Intel Quad Core i5 Processor 1 GB NVIDIA GeForce GT 750M Graphics FaceTime HD camera Two Thunderbolt Ports 4 X USB 3 Ports Keyboard: Full size Apple Wireless Keyboard Built-in Stereo Speakers Delivering Higher-fidelity Sound Input Devices: Magic Mouse, Glass Multi-Touch Trackpad Faster Fusion Drive;4;6
Dell Inspiron One 2020;Dell;Rs 44990;9%;Rs 41000;http://www.snapdeal.com/product/dell-inspiron-one-2020-3rd/1957009158;Screen Size Inch : 20 inches Memory (Ram) : 4 GB Processor : Intel Core i3 Hard Disk Capacity : 500 GB Operating System : Windows 8 Colour : BlackSUPC: SDL380204654;4;6
Nikon Coolpix L29 16.1 MP Point & Shoot Digital Camera (Black);Nikon;Rs 4990;0;Rs 4990;http://www.snapdeal.com/product/nikon-coolpix-l29-161-mp/2022332439?;Type Compact digital camera Number of effective pixels : 16.1 million Lens : NIKKOR lens with 5x optical zoom Autofocus (AF) : Contrast-detect AF Digital zoom magnification Up to 4x 2.7-inch TFT LCD monitor;4;8
Sony CyberShot W810 20.1MP Point & Shoot Digital Camera (Black);Sony;Rs 7490;18%;Rs 6126;http://www.snapdeal.com/product/sony-cybershot-w810-201mp-point/164406507?;100% Geniune product 2 year Sony India Warranty 20.1 Megapixel Camera 6x Optical Zoom Aperture Range F3.2 (W) - F6.5 (T) Super HAD CCD Image Sensor 35 mm Equivalent Focal Length: 28 - 140 mm HD Recording (720p) 2.7 inch TFT LCD Screen;4;8
Canon Digital IXUS145 16MP Point & Shoot Digital Camera (Black);Canon;Rs 6995;0;Rs 6995;http://www.snapdeal.com/product/canon-digital-ixus145-16mp-point/546168854?;Type : 1/2.3 type CCD Effective Pixels Approx. 16.0M Colour Filter Type : Primary Colour 8 elements in 7 groups (1 double-sided aspherical lens);4;8
Nikon Coolpix L830 16 MP Point & Shoot Digital Camera (Red);Nikon;Rs 15450;18%;Rs 12739;http://www.snapdeal.com/product/nikon-coolpix-l830-16-mp/346363786;Body type : SLR-like (bridge) Max resolution : 4608 x 3456 Effective pixels : 16 megapixels Sensor size : 1/2.3 Sensor type : CMOS ISO Auto, 125 - 1600 (3200 in Auto mode) Focal length (equiv.) : 23-765 mm Optical zoom 34x;4;8
Canon Digital IXUS 135 16MP Point & Shoot Digital Camera (Blue);Canon;Rs 10995;0;Rs 10995;http://www.snapdeal.com/product/canon-digital-ixus-135-16mp/1242342;8x zoom lens, 28mm wide-angle Fun and creative modes Smart Auto (32 scenes) HD movies (720p) with movie button Eco mode 16 MegapixelsIntelligent IS 6.8 cm (2.7 Wi-Fi for easy sharing and GPS via Mobile Stylish Wi-Fi IXUS;4;8
Sony CyberShot DSC-WX350 18.2MP Point & Shoot Digital Camera (Pink);Sony;Rs 18490;0;Rs 18490;http://www.snapdeal.com/product/sony-cybershot-dscwx350-182mp-point/464048568;100% Geniune product 2 year Sony India Warranty 18.2 Megapixel Camera 20X Optical Zoom Full HD Movie (1080p) Wi-Fi Beauty Effect Superior Auto 7.6 cm Screen;4;8
Sony SLT-A58K SLR with SAL 18-55mm Kit Lens;Sony;Rs 35990;11%;Rs 31980;http://www.snapdeal.com/product/sony-slta58k-slr-with-sal/1423959;2 Years Sony India Warranty 20.1 Megapixel Camera ISO 100 - ISO 6400 Sensitivity Maximum Shutter Speed 1/4000 sec Minimum Shutter Speed : 30 sec Exmor APS HD CMOS Image Sensor Full HD Recording 2.7 inch Clear Photo TFT LCD;4;8
Nikon D3300 24.2MP DSLR;Nikon;Rs 46950;0;Rs 46950;http://www.snapdeal.com/product/nikon-d3300-242mp-dslr-with/161478133;Type : Single-lens reflex digital camera Lens mount : Nikon F mount (with AF contacts) Effective angle of view : Approx. 1.5x that of lenses with FX format angle of view USB : Hi-Speed USB Video output : NTSC, PAL HDMI output : Type C mini-pin HDMI connector;4;8
Panasonic HX-DC3 Camcorder (White);Panasonic;Rs 13990;5%;Rs 13305;http://www.snapdeal.com/product/panasonic-hxdc3-camcorder-white/1488304;MOS Image Sensor 14.3 MP Full HD Recording 5x Optical Zoom and 120x Digital Zoom 3-inch Wide LCD f/3.5 - f/3.7 Aperture;4;8
Sony DCR-SD1000E Professional Video Camera;Sony;Rs 69000;0;Rs 69000;http://www.snapdeal.com/product/sony-dcrsd1000e-professional-video-camera/563189329;Type: Video Camera 7.1MP Exmor R CMOS Sensor Optical SteadyShot (Active Mode) Large Lens Ring Controls 32GB Internal Memory Sony G Lens with 12x Optical Zoom Stereo Microphone;4;8
Panasonic HDC-MDH1 AVCHD PAL Camcorder;Panasonic;Rs 69990;13%;Rs 60690;http://www.snapdeal.com/product/panasonic-hdcmdh1-avchd-pal-camcorder/214709;1/4.1 iA Intelligent Auto 1080/50i, 576/50i 16.8x Optical Zoom SD Memory Card Recording HDMI, Component Output 2.7 Zoom Microphone;4;8
Hitachi 1.5 Ton 5 Star RAU518ITDA Split Air Conditioner;Hitachi;Rs 49100;0;Rs 49100;http://www.snapdeal.com/product/hitachi-rau518itda-split-15-ton/1840331881;Split AC 1.5 TR Capacity 5 Star Rating 4 Way Air Swing Stainless Steel Plated Filter Auto Climate Technology Kaimin Feature Wireless LCD Remocon On/Off Timer with Advanced Start-up Supports Dry, Powerful and Auto Power Save Mode Auto Restart Pre-coated Aluminium Fins Supercool Function My Mode Digilock Defrosting Sensor;4;7
Usha 55 Litre Honeywell CL 601PM Air Cooler;Usha;Rs 13491;5%;Rs 12851;http://www.snapdeal.com/product/usha-55-litre-honeywell-cl/899854910;Tank Capacity (Litres) : 55 Speed Settings : 3 Color : Grey & Brown Type : Air Cooler;4;7
LG 581Ltr GC-B217BPJV Side By Side Refrigerator Silver;LG;Rs 88000;16%;Rs 73845;http://www.snapdeal.com/product/lg-gcb217bpjv-side-by-side/1180086?;Exterior Led Display581 LitresDigital Multi SensorsIce Beam Door CoolingInverter Linear Compressor;4;7
LG T10RRF21V 9 Kg. Top Load Washing Machine;LG ;Rs 30640;0;Rs 30640;http://www.snapdeal.com/product/lg-t10rrf21v-9-kg-top/1841350938;9 Kg Dark Red Pattern I-Sensor, Punch +3 TurboDrum Speech Technology PUNCH +3 PULSATOR;4;7
Philips HR1861 Aluminium Juicer;Philips;Rs 9995;0;Rs 9995;http://www.snapdeal.com/product/philips-hr1861-aluminium-juicer/131897?;700 W motorPhilips juicer in anodised aluminium with unique micro-mesh filter2 L pulp containerstylish 1.25 L juice jugXL feeding Tube;4;7
OWN RO Water Purifier (Ruby);OWN;Rs 17990;6%;Rs 16990;http://www.snapdeal.com/product/own-ro-water-purifier-ruby/782092574?;Auto Shut Off : Yes Electricity Required : Yes Stage Purification Process : 5 Capacity : 5-15 Ltr Ribbon Type : Ribbon-with/withoiut Functions : Digital/Non-digital Material : Fiber;4;7
LG 32Ltr MJ3282BCG Convection Microwave Oven;LG;Rs 25490;0;Rs 25490;http://www.snapdeal.com/product/lg-mj3282bcg-32-ltr-convection/1372567;32 Litres Capacity 301 Auto Cook menu Indian Bread Basket Pull-down Handle Charcoal Lighting HeaterTM Multi Cook Tawa Dual VFD Display Stainless Steel Cavity;4;7
LG VR6170LVM Vacuum Cleaner;LG;Rs 49540;0;Rs 49540;http://www.snapdeal.com/product/lg-vr6170lvm-vaccume-cleaner/1180057;Voice Alert2 X Side BrushesDocking Style Charger with Auto Charging Function3 Fully Automatic Cleaning Modes;4;7
LG D1451WF Dish Washer;LG;Rs 44990;12%;Rs 39735;http://www.snapdeal.com/product/lg-d1451wf-dish-washer/383334403;Capacty: 14 PlaceLow NoiseSmart Rack SystemInverter Direct Drive technology;4;7
"Havells 7"" I-Cool HS Table Fan";"Havells 7"" I-Cool HS Table Fan";Rs 2425;0;Rs 2425;http://www.snapdeal.com/product/havells-tablepersonal-fan-icool-hs/311709818?;3 Blade Table Fan Size: 7 Inch Rotation: 360 Degrees Speed Control: 2 Step Silent Operation Unique Propeller Deep Pitched Blades Trendy Colour & Design;4;7
